file,sample,subSample,speed_mph,disk_in,closeDisk,basket,scanStart,roughness,resPercent,resPercentFull
T5P2_2_20191017_110044,2,5,3,1,-6,1,5145,57.2736860163775,18.2904446546831,32.1050061050061
T5P2_2_20191017_110044,2,6,3,1,-6,1,6181,60.0040828256326,14.286660359508,26.8408628408628
T5P2_2_20191017_110044,2,7,3,1,-6,1,7217,57.1433592670541,11.9280983916746,29.4814814814815
T5P2_2_20191017_110044,2,8,3,1,-6,1,8253,61.5544480070606,15.1078524124882,32.019129019129
T6P2_20191017_110412,2,1,6.6,1,-6,1,1001,48.6835551337867,17.9394512771996,31.7822547822548
T6P2_20191017_110412,2,2,6.6,1,-6,1,2390,46.0837289240733,15.6925260170293,31.7667887667888
T6P2_20191017_110412,2,3,6.6,1,-6,1,3779,50.0320741491331,10.2686849574267,23.043549043549
T6P2_20191017_110412,2,4,6.6,1,-6,1,5168,43.6781686068567,19.4011352885525,35.7342287342287
T6P2_20191017_110412,2,5,6.6,1,-6,1,6557,44.6249079444038,18.5808893093661,34.8754578754579
T6P2_20191017_110412,2,6,6.6,1,-6,1,7946,43.4537005288222,21.3424787133396,36.5388685388685
T6P2_20191017_110412,2,7,6.6,1,-6,1,9335,45.0519218955935,13.0302743614002,27.9470899470899
T6P2_20191017_110412,2,8,6.6,1,-6,1,10724,48.9447566227907,15.5137180700095,33.4733414733415
T7P2_20191015_120346,2,1,6.6,3,2,1,1001,43.1956370715785,7.69725638599811,24.3976393976394
T7P2_20191015_120346,2,2,6.6,3,2,1,2019,43.9221329953861,7.74929044465468,20.1322751322751
T7P2_20191015_120346,2,3,6.6,3,2,1,3037,44.6950946759275,6.61967833491012,22.2067562067562
T7P2_20191015_120346,2,4,6.6,3,2,1,4055,48.3339846717058,9.99337748344371,24.984126984127
T7P2_20191015_120346,2,5,6.6,3,2,1,5073,46.0743389441356,8.01324503311258,21.8510378510379
T7P2_20191015_120346,2,6,6.6,3,2,1,6091,43.7822451135037,11.2734153263955,27.4798534798535
T7P2_20191015_120346,2,7,6.6,3,2,1,7109,45.7913022660621,9.86092715231788,22.8156288156288
T7P2_20191015_120346,2,8,6.6,3,2,1,8127,48.8822535849111,8.63576158940397,28.986568986569
T8P2_20191015_120029,2,1,3,3,2,1,1001,46.4700785053814,8.0406811731315,23.0671550671551
T8P2_20191015_120029,2,2,3,3,2,1,1963,48.733407456481,9.24219489120151,19.1697191697192
T8P2_20191015_120029,2,3,3,3,2,1,2925,47.9306975018544,4.65184484389782,17.6866096866097
T8P2_20191015_120029,2,4,3,3,2,1,3887,42.1400850740141,10.7464522232734,29.1851851851852
T8P2_20191015_120029,2,5,3,3,2,1,4849,39.3555698966703,13.8098391674551,31.997150997151
T8P2_20191015_120029,2,6,3,3,2,1,5811,37.8864337513733,18.7691579943236,38.1868131868132
T8P2_20191015_120029,2,7,3,3,2,1,6773,42.2506651372985,8.42100283822138,27.4765974765975
T8P2_20191015_120029,2,8,3,3,2,1,7735,42.7404474495184,16.7237464522233,33.5543345543346
T10P2_20191015_121031,2,1,6.6,5,2,1,1001,53.0691575701747,3.66698202459792,12.3471713471713
T10P2_20191015_121031,2,2,6.6,5,2,1,1793,54.7596854567245,2.5127719962157,9.74521774521775
T10P2_20191015_121031,2,3,6.6,5,2,1,2585,54.7094525744025,2.21286660359508,10.1900691900692
T10P2_20191015_121031,2,4,6.6,5,2,1,3377,57.4324020418958,1.48912015137181,8.84574684574685
T10P2_20191015_121031,2,5,6.6,5,2,1,4169,56.8931419288231,3.38221381267739,13.2991452991453
T10P2_20191015_121031,2,6,6.6,5,2,1,4961,56.848028737598,3.4484389782403,12.8111518111518
T10P2_20191015_121031,2,7,6.6,5,2,1,5753,51.896097282175,6.05960264900662,15.6182336182336
T10P2_20191015_121031,2,8,6.6,5,2,1,6545,50.3428152535538,5.08893093661306,15.9479039479039
T12P2_20191017_111329,2,1,3,1,2,1,1001,45.6130003840265,34.5629139072848,53.1884411884412
T12P2_20191017_111329,2,2,3,1,2,1,2719,44.334037623003,14.5648060548723,34.7350427350427
T12P2_20191017_111329,2,3,3,1,2,1,4437,50.3043854667555,12.081362346263,31.3532763532764
T12P2_20191017_111329,2,4,3,1,2,1,6155,46.0980844160978,28.961210974456,47.6385836385836
T12P2_20191017_111329,2,5,3,1,2,1,7873,41.0271559398981,28.0122989593188,47.6365486365486
T12P2_20191017_111329,2,6,3,1,2,1,9591,43.1327146043923,31.5487228003784,50.6280016280016
T12P2_20191017_111329,2,7,3,1,2,1,11309,46.8067178908966,27.6575212866604,47.5584045584046
T12P2_20191017_111329,2,8,3,1,2,1,13027,44.4790481395316,25.3859981078524,43.5901505901506
T13P2_20191015_121508,2,1,3,3,6,1,1001,50.4348244626452,14.8268684957427,24.8819698819699
T13P2_20191015_121508,2,2,3,3,6,1,1876,52.0303327721904,12.8155156102176,27.8835978835979
T13P2_20191015_121508,2,3,3,3,6,1,2751,50.9375557518964,10.003784295175,28.986161986162
T13P2_20191015_121508,2,4,3,3,6,1,3626,52.629420982799,15.1315042573321,27.986161986162
T13P2_20191015_121508,2,5,3,3,6,1,4501,51.9876839506949,15.6319772942289,27.964590964591
T13P2_20191015_121508,2,6,3,3,6,1,5376,51.0995792534072,14.0917691579943,27.5307285307285
T13P2_20191015_121508,2,7,3,3,6,1,6251,50.1726293863415,10.9782403027436,26.3764753764754
T13P2_20191015_121508,2,8,3,3,6,1,7126,57.5863984112837,7.8713339640492,23.2865282865283
T14P2_20191015_121849,2,1,6.6,3,6,1,1001,50.493677607259,7.76726584673605,19.3532763532764
T14P2_20191015_121849,2,2,6.6,3,6,1,1710,44.3003159447152,7.89593188268685,20.989417989418
T14P2_20191015_121849,2,3,6.6,3,6,1,2419,42.5532347105506,10.6215704824976,23.7537647537648
T14P2_20191015_121849,2,4,6.6,3,6,1,3128,45.4191720735152,10.0964995269631,25.022792022792
T14P2_20191015_121849,2,5,6.6,3,6,1,3837,46.5383334168546,13.6064333017975,30.961741961742
T14P2_20191015_121849,2,6,6.6,3,6,1,4546,44.3473899523535,13.0482497634816,29.7814407814408
T14P2_20191015_121849,2,7,6.6,3,6,1,5255,53.239055768027,5.19016083254494,21.1408221408221
T14P2_20191015_121849,2,8,6.6,3,6,1,5964,50.3398547465492,8.66698202459792,24.971916971917
T15P2_20191015_122209,2,1,6.6,5,6,1,1001,45.5625565616209,3.35004730368969,10.0936100936101
T15P2_20191015_122209,2,2,6.6,5,6,1,2069,45.6248227073068,7.74929044465468,21.5734635734636
T15P2_20191015_122209,2,3,6.6,5,6,1,3137,46.1774148227912,7.08136234626301,22.6487586487586
T15P2_20191015_122209,2,4,6.6,5,6,1,4205,47.6938361363051,3.1996215704825,11.1021571021571
T15P2_20191015_122209,2,5,6.6,5,6,1,5273,52.9920137199361,4.52034058656575,14.005698005698
T15P2_20191015_122209,2,6,6.6,5,6,1,6341,49.8437958983451,4.92431409649953,13.037037037037
T15P2_20191015_122209,2,7,6.6,5,6,1,7409,48.9224409381339,3.35950804162725,9.23646723646724
T15P2_20191015_122209,2,8,6.6,5,6,1,8477,50.5603584325827,2.99526963103122,10.6227106227106
T16P2_20191015_122556,2,1,3,5,6,1,1001,49.242128810395,7.40302743614002,16.4444444444444
T16P2_20191015_122556,2,2,3,5,6,1,1921,44.8060452212545,8.5600756859035,13.3711843711844
T16P2_20191015_122556,2,3,3,5,6,1,2841,44.9791835634796,5.20719016083255,12.7077737077737
T16P2_20191015_122556,2,4,3,5,6,1,3761,46.8524639374472,5.75402081362346,9.72161172161172
T16P2_20191015_122556,2,5,3,5,6,1,4681,51.2670186871494,5.31882686849574,8.64224664224664
T16P2_20191015_122556,2,6,3,5,6,1,5601,52.8004246132132,3.46925260170293,6.37118437118437
T16P2_20191015_122556,2,7,3,5,6,1,6521,51.268161188653,3.86944181646168,9.42897842897843
T16P2_20191015_122556,2,8,3,5,6,1,7441,49.2815581377696,3.59791863765374,7.48555148555149
T17P2_20191017_112343,2,1,3,1,6,1,1001,56.7887352850437,14.9971617786187,35.5889295889296
T17P2_20191017_112343,2,2,3,1,6,1,2067,52.8287604754371,18.5553453169347,34.1501831501832
T17P2_20191017_112343,2,3,3,1,6,1,3133,59.5122865448686,25.038789025544,39.4770044770045
T17P2_20191017_112343,2,4,3,1,6,1,4199,58.9540732042947,24.9725638599811,39.6235246235246
T17P2_20191017_112343,2,5,3,1,6,1,5265,57.2129312509233,21.1050141911069,39.5641025641026
T17P2_20191017_112343,2,6,3,1,6,1,6331,60.6338151203889,7.96972563859981,23.6389906389906
T17P2_20191017_112343,2,7,3,1,6,1,7397,64.8736753600118,7.11258278145695,21.8791208791209
T17P2_20191017_112343,2,8,3,1,6,1,8463,62.343027730752,11.8155156102176,28.2385022385022
T18P2_20191017_112730,2,1,6.6,1,6,1,1001,49.5101455823654,13.7322611163671,29.2971102971103
T18P2_20191017_112730,2,2,6.6,1,6,1,2965,53.349275648532,8.30179754020814,19.024013024013
T18P2_20191017_112730,2,3,6.6,1,6,1,4929,50.8731884913695,6.42194891201514,19.2812372812373
T18P2_20191017_112730,2,4,6.6,1,6,1,6893,48.035649341779,4.73793755912961,17.984533984534
T18P2_20191017_112730,2,5,6.6,1,6,1,8857,47.6031399340838,9.38032166508988,24.2612942612943
T18P2_20191017_112730,2,6,6.6,1,6,1,10821,50.0293788226822,7.55912961210974,23.2006512006512
T18P2_20191017_112730,2,7,6.6,1,6,1,12785,45.7378129397803,6.32355723746452,24.5754985754986
T18P2_20191017_112730,2,8,6.6,1,6,1,14749,51.9752140138562,6.71807000946074,20.5250305250305
D7S3_20191017_113800,1,1,3,7,2,1,1001,52.7533566692597,6.78145695364238,15.2173382173382
D7S3_20191017_113800,1,2,3,7,2,1,1784,51.7289775329929,4.1116367076632,13.3105413105413
D7S3_20191017_113800,1,3,3,7,2,1,2567,51.2504608410207,7.91863765373699,17.4680504680505
D7S3_20191017_113800,1,4,3,7,2,1,3350,47.903758791639,7.50709555345317,17.8713878713879
D7S3_20191017_113800,1,5,3,7,2,1,4133,48.8388302784293,7.56575212866604,15.4171754171754
D7S3_20191017_113800,1,6,3,7,2,1,4916,53.8133884783135,5.15704824976348,11.6202686202686
D7S3_20191017_113800,1,7,3,7,2,1,5699,55.699738698791,2.26773888363292,10.4391534391534
D7S3_20191017_113800,1,8,3,7,2,1,6482,50.8329245493367,3.32450331125828,10.2039072039072
S5Bupdown_20191017_115405,1,1,6.6,5,2,1,1,49.0676771518158,3.4541,9.7837
S5Bupdown_20191017_115405,1,2,6.6,5,2,1,3423,49.2355233777365,3.45407634325624,12.9748922852371
S5Bupdown_20191017_115405,1,3,6.6,5,2,1,6082,48.8400699449405,3.45407634325624,11.9677434931672
S5Bupdown_20191017_115405,1,1,6.6,5,2,0,1672,36.2926194988898,3.45407634325624,9.47849770732059
S5Bupdown_20191017_115405,1,2,6.6,5,2,0,4568,36.3038454530766,3.45407634325624,12.2431963322318
S5Bupdown_20191017_115405,1,3,6.6,5,2,0,7500,28.8683556689079,3.45407634325624,11.8607899000056
UDT1R1D1_20191107_122457,1,1,6.6,1,2,1,5489,57.3389320126261,25.5588851975605,33.0244896206566
UDT1R1D1_20191107_122457,1,2,6.6,1,2,1,6191,59.5256432201195,19.7321180671907,26.8369601000005
UDT1R1D1_20191107_122457,1,3,6.6,1,2,0,8678,40.6922104244506,21.8556424666584,30.8718075945019
UDT1R1D1_20191107_122457,1,4,6.6,1,2,0,9300,34.686809320162,18.8953460540551,27.5507039632823
UDT1R1D1_20191107_122457,1,5,6.6,1,2,1,11319,53.1411081063147,19.7819031297571,27.3822871292325
UDT1R1D1_20191107_122457,1,6,6.6,1,2,1,12100,43.5919281988508,14.3313961837835,23.0058349515026
UDT1R1D1_20191107_122457,1,7,6.6,1,2,0,13873,34.6463916381563,13.3213338567148,21.6503895533853
UDT1R1D1_20191107_122457,1,8,6.6,1,2,0,14600,35.1383894287528,14.9470076305182,21.7930429057391
UDT1R1D1_20191107_122457,1,9,6.6,1,2,0,15310,40.285201972034,21.0121686181773,26.632760652484
UDT1R1D1_20191107_122457,1,10,6.6,1,2,0,16100,31.3221156802082,13.2208063265326,19.8335869923044
UDT1R1D3_20191107_123138,1,1,6.6,3,2,1,438,42.2758113501476,14.1686373253933,25.0616653705409
UDT1R1D3_20191107_123138,1,2,6.6,3,2,1,1139,38.6229241788683,12.3821195032983,20.4299638834155
UDT1R1D3_20191107_123138,1,3,6.6,3,2,1,1840,45.8708365866152,18.4989803636224,25.8775089575809
UDT1R1D3_20191107_123138,1,4,6.6,3,2,0,2861,36.07626502293,17.8096487280874,23.828835061236
UDT1R1D3_20191107_123138,1,5,6.6,3,2,0,3562,34.2386813652976,16.889582475658,25.2386700318227
UDT1R1D3_20191107_123138,1,6,6.6,3,2,0,4263,38.3922006906283,17.8153931583835,23.6833190998049
UDT1R1D3_20191107_123138,1,7,6.6,3,2,1,5259,39.8718870689277,11.6784267920229,20.2047719693319
UDT1R1D3_20191107_123138,1,8,6.6,3,2,1,5960,46.9341568147865,15.4515600915279,25.8226422835987
UDT1R1D3_20191107_123138,1,9,6.6,3,2,1,6544,44.1044708369602,17.6468898696972,27.4905891726583
UDT1R1D3_20191107_123138,1,10,6.6,3,2,0,7718,35.3688802318458,16.7880975404264,25.2057500274333
UDT1R1D3_20191107_123138,1,11,6.6,3,2,0,8418,36.9275908574342,18.0930406226962,26.7081426915205
UDT1R1D3_20191107_123138,1,12,6.6,3,2,0,9200,36.2401414952022,16.4577927983992,23.6313150349
UDT1R1D5_20191107_123624,1,1,6.6,5,2,1,787,42.6610370459074,15.0666832616875,22.7935247782671
UDT1R1D5_20191107_123624,1,2,6.6,5,2,1,1450,45.5861179103721,14.0393876437304,22.8350326098884
UDT1R1D5_20191107_123624,1,3,6.6,5,2,1,2059,45.8410541306416,17.1145726622562,25.8360011259596
UDT1R1D5_20191107_123624,1,4,6.6,5,2,0,3225,32.2069006353636,17.0791486754301,25.0926769688787
UDT1R1D5_20191107_123624,1,5,6.6,5,2,0,3875,33.6851871501789,18.72492795527,27.2782789994227
UDT1R1D5_20191107_123624,1,6,6.6,5,2,0,4542,32.606068393863,19.1624620628249,28.3388756625747
UDT1R1D5_20191107_123624,1,7,6.6,5,2,1,5477,45.009590361538,16.0451512221275,25.340292654068
UDT1R1D5_20191107_123624,1,8,6.6,5,2,1,6165,42.9493751168379,20.9901483020421,27.8918315449978
UDT1R1D5_20191107_123624,1,9,6.6,5,2,1,6830,46.1126613439165,19.5894647148369,29.5974694535756
UDT1R1D5_20191107_123624,1,10,6.6,5,2,0,8000,29.9096394399762,11.5118383134353,20.0878820986741
UDT1R1D5_20191107_123624,1,11,6.6,5,2,0,8701,35.6864849251334,14.8713726316193,21.2157500751435
UDT1R1D5_20191107_123624,1,12,6.6,5,2,0,1050,43.4535730577761,16.1753583088397,23.9476333379453
UDT1R2D1_20191107_125243,2,1,6.6,1,2,1,551,45.0156686405534,11.329931354058,19.2615422783506
UDT1R2D1_20191107_125243,2,2,6.6,1,2,1,1151,42.2831146035246,11.2006816723951,18.7882575775648
UDT1R2D1_20191107_125243,2,3,6.6,1,2,1,1737,43.8501067469763,13.697594041111,20.0769087638777
UDT1R2D1_20191107_125243,2,4,6.6,1,2,0,2740,39.5526659986568,22.068186387615,26.9528957676325
UDT1R2D1_20191107_125243,2,5,6.6,1,2,0,3390,39.0287988300143,15.9781328686728,20.6370259400093
UDT1R2D1_20191107_125243,2,6,6.6,1,2,0,4041,35.7175722233319,17.043724688604,20.1422716711435
UDT1R2D1_20191107_125243,2,7,6.6,1,2,1,5043,50.2128176087841,15.3357140805561,20.9953291761888
UDT1R2D1_20191107_125243,2,8,6.6,1,2,1,5643,44.9625419080837,10.6291108579307,19.7453232124199
UDT1R2D1_20191107_125243,2,9,6.6,1,2,1,6209,44.5618254570144,16.7344828576626,25.065482182644
UDT1R2D1_20191107_125243,2,10,6.6,1,2,0,7079,35.7622268514097,16.6588478587636,26.2668237920982
UDT1R2D1_20191107_125243,2,11,6.6,1,2,0,7679,37.6756368689512,23.5454623787686,28.9071035644254
UDT1R2D1_20191107_125243,2,12,6.6,1,2,0,8283,34.5346032139717,20.1524188838572,24.2553638137587
UDT1R2D1_20191107_125243,2,13,6.6,1,2,1,9369,44.1851075456203,22.432957711419,28.7186484668343
UDT1R2D1_20191107_125243,2,14,6.6,1,2,1,10100,50.9119708418129,17.1155300673056,22.7019212877924
UDT1R2D1_20191107_125243,2,15,6.6,1,2,1,11900,50.3366317877713,16.630125707283,23.5053602354973
UDT1R2D3_20191107_124750,2,1,6.6,3,2,1,989,50.78202725993,16.9106453867438,26.01443709178
UDT1R2D3_20191107_124750,2,2,6.6,3,2,1,1690,45.649899843716,17.9781520167737,27.0072853401018
UDT1R2D3_20191107_124750,2,3,6.6,3,2,0,3257,37.0551080747071,18.6109967543969,27.1122476729374
UDT1R2D3_20191107_124750,2,4,6.6,3,2,0,4000,38.0253569517458,21.1730126664688,27.7291399291027
UDT1R2D3_20191107_124750,2,5,6.6,3,2,1,5822,45.039474722391,22.7374125171136,30.8260058492645
UDT1R2D3_20191107_124750,2,6,6.6,3,2,1,6523,45.3547230642939,19.24384149202,28.3565284185516
UDT1R2D3_20191107_124750,2,7,6.6,3,2,0,7986,32.6200327619124,15.7052724296068,21.3626973411133
UDT1R2D3_20191107_124750,2,8,6.6,3,2,0,8687,35.3589760186851,16.5430018477917,24.0988745175311
UDT1R2D3_20191107_124750,2,9,6.6,3,2,0,9387,37.8247964078328,16.9795785502973,23.8832246337053
UDT1R2D3_20191107_124750,2,10,6.6,3,2,1,10579,48.589027434867,18.3668584668116,25.4843773109605
UDT1R2D3_20191107_124750,2,11,6.6,3,2,1,11280,44.0209266849267,17.2878629761893,26.0869565217391
UDT1R2D3_20191107_124750,2,12,6.6,3,2,1,12000,40.8790557175975,16.7756512747848,24.842198674612
UDT1R2D5_20191107_124239,2,1,6.6,5,2,1,1147,49.3386223350501,15.1633811716723,29.1885934570299
UDT1R2D5_20191107_124239,2,2,6.6,5,2,1,1800,40.1626564749065,13.9963044165095,23.3803596391204
UDT1R2D5_20191107_124239,2,3,6.6,5,2,1,2470,38.9553223270234,15.073385097033,23.4991579158298
UDT1R2D5_20191107_124239,2,4,6.6,5,2,0,3465,38.1044318774331,14.9048818083467,20.7529616076413
UDT1R2D5_20191107_124239,2,5,6.6,5,2,0,4166,35.0773035670986,19.0772530134324,25.7672985081036
UDT1R2D5_20191107_124239,2,6,6.6,5,2,0,4842,35.8249914655809,16.0595122978679,21.2839755914866
UDT1R2D5_20191107_124239,2,7,6.6,5,2,1,5825,43.7210760340802,11.3653553408841,20.8975233660466
UDT1R2D5_20191107_124239,2,8,6.6,5,2,1,6526,44.928518999639,17.7186952483987,27.641830352244
UDT1R2D5_20191107_124239,2,9,6.6,5,2,0,8030,33.6236386293655,16.1964212199255,24.4867580475098
UDT1R2D5_20191107_124239,2,10,6.6,5,2,0,8731,35.2735048723032,15.5271950904269,20.9867413489568
UDT1R2D5_20191107_124239,2,11,6.6,5,2,1,10128,45.5912098511229,16.8819232352631,25.2238798849231
UDT1R2D5_20191107_124239,2,12,6.6,5,2,1,10829,42.9597075008446,16.3084376107,23.2863706410813
UDT1R2D5_20191107_124239,2,13,6.6,5,2,1,11600,49.2010927593281,13.4630298040192,19.7496171260359
